id,nombre,edad,ciudad,departamento,salario,fecha_alta,remoto,seniority,puntuacion
1475,Patricia,38,Málaga,Logística,2745,2025-07-15,True,SemiSenior,5.13
1476,Andrés,49,Barcelona,Finanzas,3696,2021-09-17,True,SemiSenior,7.83
1477,Nuria,59,Granada,Ventas,3950,2022-10-12,False,SemiSenior,8.27
1478,Raúl,52,Zaragoza,Atención Cliente,4409,2022-03-26,True,SemiSenior,4.79
1479,Marta,52,A Coruña,RRHH,4802,2021-04-22,True,SemiSenior,7.41
1480,Laura,36,Valladolid,Marketing,2990,2022-05-12,False,Senior,3.65
1481,Natalia,45,Bilbao,Marketing,5472,2020-11-09,False,Junior,8.11
1482,Elena,27,Sevilla,Finanzas,1483,2020-01-04,True,Junior,8.24
1483,Patricia,37,Pamplona,Ventas,1355,2021-08-23,False,Junior,5.66
1484,Luis,26,Bilbao,Marketing,5799,2020-08-19,False,Junior,2.18
1485,Natalia,19,Barcelona,Marketing,2050,2022-05-08,True,Junior,9.7
1486,Raúl,54,Bilbao,IT,5975,2024-11-20,False,Senior,9.47
1487,Laura,52,Santander,Atención Cliente,2572,2020-12-02,True,Junior,6.2
1488,Carlos,39,Valencia,IT,2950,2020-01-03,True,Junior,9.84
1489,Ricardo,18,Pamplona,Logística,1334,2020-08-17,False,SemiSenior,5.03
1490,Raúl,21,Zaragoza,IT,5731,2022-11-17,False,Senior,3.75
1491,Jorge,22,Gijón,Marketing,2924,2021-07-22,True,Junior,4.61
1492,Jorge,48,A Coruña,IT,2005,2022-10-10,False,SemiSenior,0.46
1493,Alberto,26,Madrid,Marketing,3520,2020-03-01,False,Senior,5.49
1494,Carlos,28,Murcia,Finanzas,1942,2021-11-20,True,SemiSenior,6.66
1495,Andrés,55,Zaragoza,IT,4991,2022-04-28,False,SemiSenior,1.1
1496,Isabel,55,Valencia,Finanzas,1551,2022-06-11,False,SemiSenior,2.56
1497,Andrés,50,Valladolid,Atención Cliente,3596,2023-02-14,True,Junior,7.21
1498,Raúl,31,Barcelona,RRHH,3078,2024-06-03,False,SemiSenior,7.94
1499,Carlos,42,Granada,IT,1378,2022-08-25,False,Junior,9.86
1500,Paula,26,Gijón,Operaciones,1451,2024-10-07,False,SemiSenior,2.53
1501,Alberto,54,Barcelona,Ventas,3690,2023-01-01,True,Senior,8.41
1502,Laura,21,Murcia,IT,3094,2021-06-22,True,Junior,1.72
1503,Adrián,50,A Coruña,RRHH,1822,2021-04-19,True,SemiSenior,1.31
1504,Irene,39,Madrid,Marketing,1864,2021-10-29,False,Junior,7.29
1505,Ana,50,Málaga,IT,5063,2023-05-21,False,Junior,4.46
1506,Raúl,37,Valencia,Atención Cliente,4707,2021-05-16,False,SemiSenior,7.94
1507,Elena,24,Madrid,Finanzas,4117,2025-03-07,False,Junior,2.83
1508,Miguel,50,Gijón,Logística,5200,2022-09-20,True,SemiSenior,2.13
1509,Carlos,45,Zaragoza,RRHH,1532,2024-11-21,True,Junior,5.49
1510,Nuria,37,Alicante,RRHH,4502,2023-11-15,False,Senior,1.15
1511,Elena,34,Valladolid,Atención Cliente,4812,2021-11-21,False,Junior,2.79
1512,Fernando,32,Santander,IT,2162,2021-04-17,False,Junior,1.66
1513,Pedro,38,Pamplona,Marketing,3775,2024-03-19,True,SemiSenior,3.2
1514,Pablo,29,A Coruña,Atención Cliente,4881,2021-11-15,True,SemiSenior,7.65
1515,Pablo,30,Málaga,Marketing,4097,2021-05-26,False,Junior,1.21
1516,Irene,29,Zaragoza,Logística,2397,2025-04-09,True,Senior,6.12
1517,Paula,18,Gijón,Marketing,4391,2022-09-26,True,Junior,5.85
1518,Luis,57,Zaragoza,RRHH,4846,2020-04-10,False,Junior,5.38
1519,Noelia,28,Murcia,Logística,1246,2022-10-21,False,SemiSenior,4.84
1520,Carmen,25,Sevilla,Ventas,3924,2022-08-11,False,SemiSenior,6.64
1521,Adrián,24,Pamplona,Logística,3622,2024-11-23,False,SemiSenior,8.52
1522,Alberto,60,A Coruña,IT,2960,2024-01-12,False,Senior,1.62
1523,Laura,38,Bilbao,Marketing,1412,2021-01-31,True,SemiSenior,8.14
1524,Adrián,32,Valladolid,Finanzas,1600,2020-11-07,False,Junior,0.61
1525,Sergio,35,Zaragoza,Finanzas,4801,2023-06-03,False,Junior,4.82
1526,Diego,21,Sevilla,Logística,5172,2020-04-08,True,Junior,5.11
1527,Ana,31,Santander,Logística,3212,2021-10-22,False,SemiSenior,1.98
1528,María,28,Santander,Operaciones,5711,2020-10-13,False,Junior,0.9
1529,Diego,52,Gijón,Operaciones,5653,2020-02-12,True,SemiSenior,0.75
1530,Laura,20,Málaga,Marketing,4397,2025-03-16,False,SemiSenior,0.37
1531,Ana,36,Valencia,Atención Cliente,3989,2020-07-04,False,SemiSenior,5.74
1532,Pedro,51,Madrid,Operaciones,5830,2020-01-20,True,Junior,1.55
1533,Noelia,53,Granada,IT,4127,2025-04-15,True,Junior,8.09
1534,Hugo,40,Bilbao,Atención Cliente,5684,2021-01-24,False,Senior,8.99
1535,Ana,27,Santander,Marketing,5900,2024-08-17,True,SemiSenior,2.92
1536,Fernando,32,Santander,RRHH,2134,2020-03-05,True,SemiSenior,1.64
1537,María,27,Barcelona,RRHH,4371,2020-11-13,False,SemiSenior,4.1
1538,Noelia,46,Santander,Atención Cliente,4710,2020-08-17,False,Senior,8.82
1539,Patricia,30,Sevilla,Marketing,5137,2024-01-01,False,Junior,4.0
1540,Marta,45,Murcia,RRHH,2877,2023-07-07,False,Senior,1.08
1541,Miguel,46,Murcia,IT,5336,2022-09-11,False,Junior,9.85
1542,Isabel,58,Pamplona,Marketing,3540,2021-05-15,False,Senior,5.0
1543,Pablo,33,A Coruña,IT,3057,2020-07-02,True,Junior,3.42
1544,Isabel,59,Santander,Finanzas,1953,2023-03-24,False,Junior,8.94
1545,Diego,35,Valladolid,Logística,2742,2021-04-22,True,Junior,9.27
1546,Hugo,47,Gijón,RRHH,5879,2023-05-06,False,Senior,4.97
1547,Miguel,46,Gijón,Logística,4638,2023-11-24,False,Senior,3.07
1548,Patricia,53,Gijón,Logística,4686,2024-10-24,True,Junior,4.83
1549,Fernando,38,Zaragoza,IT,5500,2022-10-19,False,Junior,2.19
1550,Marta,52,Málaga,Finanzas,2481,2020-01-10,False,Junior,4.78
1551,Luis,33,Pamplona,Finanzas,4376,2021-08-03,False,Junior,2.29
1552,Luis,39,Alicante,RRHH,2983,2024-11-01,True,SemiSenior,6.22
1553,María,39,Santander,Atención Cliente,5271,2023-01-08,False,Junior,7.6
1554,Laura,48,Valladolid,RRHH,3228,2023-07-05,True,Senior,9.69
1555,Noelia,44,Santander,IT,5304,2022-08-05,False,Senior,8.43
1556,Sofía,21,Granada,Finanzas,4788,2020-12-02,False,Junior,0.86
1557,Lucía,52,Alicante,Ventas,4906,2025-01-30,True,SemiSenior,2.12
1558,Patricia,50,Sevilla,Marketing,5644,2024-05-18,True,Senior,5.32
1559,Hugo,22,Valladolid,Finanzas,4995,2025-08-22,False,Senior,2.58
1560,Ricardo,59,Granada,Operaciones,2743,2024-11-05,False,SemiSenior,0.14
1561,Natalia,46,Alicante,Marketing,3703,2021-08-25,True,Junior,7.55
1562,Carmen,21,Pamplona,RRHH,3468,2021-06-10,False,Junior,3.58
1563,Ana,39,Bilbao,IT,1510,2021-05-29,False,SemiSenior,0.66
1564,Jorge,53,Bilbao,RRHH,4047,2025-03-16,True,Junior,5.09
1565,Marta,30,Pamplona,Finanzas,3300,2023-02-26,False,SemiSenior,9.77
1566,Paula,58,Pamplona,Finanzas,3088,2022-07-29,True,SemiSenior,6.79
1567,Noelia,35,Sevilla,Marketing,1726,2025-06-27,True,SemiSenior,1.59
1568,Noelia,27,Málaga,IT,3620,2023-06-03,False,Junior,5.14
1569,Andrés,33,Pamplona,Finanzas,3979,2025-02-25,True,Junior,9.02
1570,Sofía,40,Sevilla,Operaciones,1707,2025-07-31,False,Senior,0.54
1571,Alberto,47,Alicante,IT,4248,2020-06-13,False,Junior,6.38
1572,María,57,Barcelona,Finanzas,2005,2022-01-18,False,Junior,7.21
1573,Natalia,26,Sevilla,IT,1896,2024-02-28,True,Senior,7.04
1574,Marta,59,Alicante,RRHH,3125,2024-08-10,True,SemiSenior,1.5
1575,Noelia,40,A Coruña,Operaciones,3067,2020-11-03,False,SemiSenior,9.07
1576,Hugo,23,Valladolid,Operaciones,5592,2021-10-21,False,Senior,3.22
1577,María,57,Gijón,Operaciones,1524,2023-02-08,False,SemiSenior,0.52
1578,Jorge,33,Bilbao,Atención Cliente,2877,2024-07-12,True,Senior,0.83
1579,Elena,44,Murcia,Ventas,4726,2020-08-21,True,Senior,4.58
1580,Elena,48,A Coruña,Atención Cliente,2399,2023-05-28,True,Junior,0.4
1581,Jorge,18,Alicante,Marketing,5912,2021-09-05,False,Junior,7.8
1582,Adrián,27,Bilbao,Marketing,4766,2021-03-23,True,Junior,8.66
1583,Lucía,47,A Coruña,Atención Cliente,5742,2022-12-02,False,SemiSenior,0.13
1584,Noelia,31,Zaragoza,Marketing,5756,2022-05-07,False,SemiSenior,8.1
1585,Miguel,18,Valladolid,IT,1724,2023-08-08,True,SemiSenior,9.81
1586,Isabel,19,Gijón,Operaciones,3404,2021-10-19,False,Senior,0.3
1587,Sofía,53,Málaga,Operaciones,4774,2024-08-31,False,SemiSenior,7.25
1588,Andrés,24,Granada,Finanzas,1241,2020-06-10,False,SemiSenior,9.99
1589,Isabel,22,Pamplona,Ventas,3370,2024-11-19,True,SemiSenior,7.97
1590,Elena,42,Alicante,Operaciones,4503,2020-03-02,False,SemiSenior,5.05
1591,Alberto,23,Pamplona,Ventas,5006,2024-03-03,True,Junior,8.85
1592,Luis,46,Valladolid,Finanzas,3192,2021-12-18,False,SemiSenior,7.08
1593,María,41,Bilbao,Finanzas,5343,2022-03-04,False,SemiSenior,2.92
1594,Noelia,45,Pamplona,Atención Cliente,4434,2020-02-09,True,Junior,2.24
1595,Isabel,39,A Coruña,Logística,1418,2023-12-24,False,SemiSenior,5.13
1596,Luis,51,Valencia,Ventas,2533,2020-12-08,False,SemiSenior,3.73
1597,Marta,45,Bilbao,IT,5702,2023-09-26,True,Junior,3.29
1598,Ana,35,Valencia,Finanzas,1211,2024-02-10,False,Senior,1.78
1599,Nuria,18,Gijón,Logística,1718,2024-10-15,True,Junior,8.45
1600,Noelia,29,Barcelona,Ventas,2853,2024-01-05,False,SemiSenior,7.05
1601,Adrián,23,Alicante,RRHH,5971,2021-09-16,False,SemiSenior,3.31
1602,Nuria,18,Valladolid,RRHH,4583,2024-03-08,False,Junior,2.38
1603,Andrés,29,Barcelona,Marketing,1908,2024-09-05,False,SemiSenior,1.28
1604,Hugo,26,A Coruña,Operaciones,3087,2021-10-18,False,Junior,1.13
1605,Sofía,21,Alicante,Marketing,5710,2020-09-14,True,Junior,6.25
1606,Natalia,31,Granada,RRHH,2252,2025-01-16,True,SemiSenior,1.09
1607,Carlos,39,Murcia,Atención Cliente,3962,2020-11-02,True,Junior,9.6
1608,Natalia,25,Málaga,RRHH,3427,2023-05-14,False,Senior,2.79
1609,Marta,29,Sevilla,IT,4850,2021-05-04,False,Junior,0.26
1610,Diego,18,Madrid,Logística,4812,2020-09-17,False,Junior,8.55
1611,María,20,Málaga,Marketing,5200,2024-05-26,True,Senior,3.68
1612,Andrés,24,A Coruña,Atención Cliente,1773,2020-10-24,True,SemiSenior,3.43
1613,Irene,37,Madrid,Atención Cliente,3378,2023-10-19,False,SemiSenior,1.19
1614,Fernando,46,Pamplona,Finanzas,4521,2023-12-05,True,SemiSenior,6.6
1615,Laura,51,Valladolid,IT,3211,2020-05-04,False,Senior,3.59
1616,Carmen,45,Bilbao,Logística,4403,2020-12-23,True,Junior,8.23
1617,Elena,44,Pamplona,Operaciones,4252,2024-07-02,True,Junior,6.31
1618,Miguel,58,Sevilla,RRHH,2979,2022-11-16,False,Senior,8.8
1619,Isabel,28,Pamplona,Atención Cliente,1680,2020-09-08,False,Junior,6.23
1620,Marta,52,Bilbao,Atención Cliente,5858,2025-08-14,False,SemiSenior,7.79
1621,Isabel,58,Málaga,Atención Cliente,5165,2021-07-02,False,SemiSenior,6.97
1622,Adrián,42,Zaragoza,Ventas,5495,2020-01-09,True,SemiSenior,4.63
1623,Sergio,54,Pamplona,Operaciones,2639,2025-03-28,False,SemiSenior,6.89
1624,María,23,Valencia,Marketing,2717,2020-02-04,False,Senior,6.64
1625,Raúl,55,Pamplona,IT,2752,2023-02-19,False,Junior,0.07
1626,Raúl,42,Málaga,Marketing,1349,2025-08-17,False,SemiSenior,6.99
1627,Ana,27,Bilbao,IT,2014,2023-04-11,True,SemiSenior,2.62
1628,Jorge,20,A Coruña,IT,2680,2023-04-25,True,Junior,5.42
1629,Hugo,48,Granada,Operaciones,5940,2022-03-14,False,Senior,1.11
1630,Paula,36,Málaga,Finanzas,2182,2020-09-19,False,SemiSenior,0.23
1631,Lucía,31,Sevilla,RRHH,3638,2023-03-31,True,Junior,0.15
1632,Elena,34,Málaga,Ventas,3827,2025-01-31,True,Senior,1.58
1633,Elena,60,Valladolid,Atención Cliente,2927,2020-07-07,False,Senior,0.2
1634,Jorge,36,Madrid,Operaciones,5610,2024-12-27,False,Junior,1.32
1635,Pedro,21,Barcelona,Finanzas,1647,2022-05-09,False,SemiSenior,5.59
1636,Hugo,30,Santander,Ventas,5378,2023-01-14,True,Junior,4.0
1637,Sergio,24,Madrid,IT,4770,2020-12-08,False,Junior,9.81
1638,Natalia,47,Zaragoza,IT,2668,2023-07-11,False,Junior,8.09
1639,Isabel,52,Alicante,IT,4885,2021-01-12,False,Senior,1.47
1640,Pablo,54,Bilbao,Logística,3257,2021-07-19,True,Junior,4.17
1641,Patricia,45,Murcia,Marketing,5860,2024-02-02,False,Junior,4.31
1642,Ana,51,Barcelona,Operaciones,1375,2020-04-14,False,SemiSenior,3.62
1643,Nuria,35,Alicante,Logística,1342,2022-07-14,False,SemiSenior,4.96
1644,María,44,A Coruña,Logística,3812,2023-05-15,False,Junior,6.7
1645,Ana,22,Gijón,Marketing,5671,2020-09-30,False,Junior,6.41
1646,Carmen,41,Gijón,RRHH,1504,2021-09-02,True,SemiSenior,3.57
1647,Hugo,41,Málaga,RRHH,4934,2021-12-12,False,SemiSenior,7.05
1648,María,19,Madrid,IT,5706,2023-10-05,False,SemiSenior,2.89
1649,Elena,41,Málaga,Atención Cliente,3535,2025-07-14,True,Junior,8.35
1650,Carlos,49,Sevilla,Finanzas,5362,2024-09-27,True,SemiSenior,9.64
1651,Raúl,33,Murcia,Marketing,4834,2021-01-27,False,SemiSenior,2.95
1652,Adrián,41,Sevilla,Finanzas,2228,2020-02-07,True,Junior,7.85
1653,Andrés,30,Santander,Operaciones,5300,2020-04-17,False,Junior,8.13
1654,Sofía,29,A Coruña,IT,4557,2023-05-18,True,Junior,4.91
1655,Pedro,23,Valencia,Operaciones,1260,2020-11-19,True,Junior,0.88
1656,Jorge,32,Santander,Atención Cliente,3927,2021-04-23,True,Junior,7.86
1657,Pedro,52,Alicante,Operaciones,4341,2024-10-20,False,Senior,4.07
1658,Miguel,58,Zaragoza,Finanzas,5047,2024-12-13,False,SemiSenior,2.08
1659,Carmen,45,Sevilla,IT,4902,2024-10-02,False,SemiSenior,6.27
1660,Natalia,44,Málaga,Operaciones,3483,2021-06-09,False,Junior,4.37
1661,Sergio,44,Valladolid,Atención Cliente,2635,2023-07-06,True,SemiSenior,0.88
1662,Miguel,38,Alicante,RRHH,2120,2023-06-18,False,SemiSenior,9.84
1663,Lucía,36,Valencia,Finanzas,1627,2021-01-18,False,Senior,2.45
1664,Raúl,44,Alicante,Finanzas,4271,2023-02-19,False,SemiSenior,5.11
1665,Andrés,51,Bilbao,IT,5807,2022-12-23,True,SemiSenior,6.67
1666,Sergio,35,Valencia,Marketing,1585,2022-03-31,False,Junior,1.15
1667,Andrés,42,Zaragoza,Atención Cliente,4573,2024-04-04,True,SemiSenior,7.39
1668,Lucía,38,Sevilla,Logística,4006,2023-11-03,True,Senior,6.48
1669,Hugo,30,Zaragoza,Marketing,2025,2023-01-07,True,SemiSenior,4.94
1670,Carmen,30,Málaga,RRHH,2221,2024-02-11,True,SemiSenior,5.28
1671,María,21,Bilbao,Logística,2565,2024-04-28,True,Senior,9.55
1672,Alberto,36,Alicante,Ventas,4488,2023-03-19,False,Senior,9.11
1673,Sofía,48,Bilbao,Marketing,2633,2021-07-08,True,Junior,1.12
1674,Marta,47,Granada,IT,5175,2024-04-18,False,Junior,3.69
1675,Sergio,60,Granada,Ventas,2975,2024-01-25,False,SemiSenior,5.17
1676,Raúl,19,A Coruña,Operaciones,1725,2025-07-28,False,Senior,9.2
1677,Laura,50,Bilbao,Marketing,1658,2020-11-06,False,SemiSenior,8.17
1678,Miguel,52,Gijón,Logística,3121,2022-05-17,False,Junior,3.86
1679,Ricardo,36,Valencia,Logística,3158,2025-03-28,True,SemiSenior,8.86
1680,María,30,Bilbao,Logística,4721,2022-12-01,True,Junior,3.78
1681,Andrés,33,Santander,Operaciones,3497,2025-05-05,False,Junior,2.71
1682,Jorge,47,Málaga,Operaciones,1985,2020-01-26,False,Junior,6.1
1683,Alberto,55,Granada,Finanzas,2223,2020-03-13,False,Junior,3.56
1684,María,45,Madrid,Logística,3919,2024-07-05,False,SemiSenior,6.22
1685,Fernando,40,A Coruña,IT,2804,2022-01-11,False,Junior,4.1
1686,Noelia,46,Santander,Operaciones,4425,2022-12-12,False,Junior,7.96
1687,Nuria,21,Granada,Ventas,5631,2022-06-04,False,SemiSenior,9.54
1688,Elena,44,Valladolid,Marketing,2903,2022-04-24,False,Junior,2.7
1689,Ana,19,Gijón,Marketing,3849,2025-04-28,False,Junior,5.1
1690,Noelia,59,Bilbao,Finanzas,5194,2020-07-13,False,Junior,7.24
1691,Ana,56,Málaga,Atención Cliente,2209,2024-05-17,False,Junior,1.59
1692,Luis,39,Barcelona,IT,3651,2025-01-15,False,SemiSenior,7.96
1693,Adrián,34,Granada,Finanzas,2665,2023-09-22,True,Junior,5.83
1694,Patricia,49,Granada,Ventas,4210,2022-03-28,True,Junior,1.5
1695,Noelia,45,Alicante,IT,4767,2020-11-27,False,Junior,8.68
1696,Patricia,48,Alicante,RRHH,1876,2023-11-13,True,Junior,4.27
1697,María,40,Barcelona,Finanzas,2100,2022-08-28,False,Junior,1.77
1698,María,28,A Coruña,Ventas,1311,2020-11-05,False,Junior,1.95
1699,Andrés,21,Alicante,RRHH,1257,2022-01-14,False,Junior,7.86
1700,Ana,30,Valencia,Logística,1443,2025-06-13,False,Junior,9.36
1701,Marta,40,Murcia,Marketing,4593,2021-07-03,False,Senior,3.78
1702,Luis,36,Santander,Logística,5539,2021-01-04,True,Junior,0.79
1703,Laura,39,Zaragoza,Atención Cliente,3166,2023-11-12,True,Junior,1.01
1704,Patricia,29,Alicante,Marketing,5437,2021-02-17,False,SemiSenior,6.54
1705,Hugo,58,Murcia,Finanzas,4703,2025-03-19,True,Junior,3.71
1706,Carlos,33,A Coruña,Operaciones,5077,2024-11-13,False,SemiSenior,4.26
1707,Natalia,54,A Coruña,RRHH,4752,2025-07-28,False,Junior,3.37
1708,Laura,34,A Coruña,RRHH,2158,2025-03-04,False,SemiSenior,4.66
1709,Irene,37,Alicante,Marketing,3712,2021-05-19,False,Senior,6.44
1710,Carmen,43,Santander,Ventas,3722,2021-03-15,False,Junior,5.41
1711,Elena,29,Bilbao,IT,4280,2021-12-10,False,Junior,1.64
1712,Irene,27,Santander,Marketing,5022,2022-08-30,True,SemiSenior,4.91
1713,Marta,34,A Coruña,Atención Cliente,1740,2024-12-26,False,Senior,4.61
1714,Natalia,52,Valladolid,Ventas,4439,2024-02-27,True,Junior,5.46
1715,Ana,24,Bilbao,Ventas,5199,2023-08-26,False,SemiSenior,1.11
1716,Fernando,36,Zaragoza,Marketing,1754,2024-12-23,True,Junior,1.54
1717,Marta,46,A Coruña,Finanzas,3192,2023-08-29,False,SemiSenior,5.3
1718,Adrián,48,Málaga,Ventas,5499,2022-02-23,False,Junior,2.75
1719,Carmen,36,Bilbao,Ventas,1317,2022-05-04,True,SemiSenior,6.29
1720,Lucía,21,Gijón,IT,1971,2022-12-06,False,Junior,3.73
1721,Miguel,18,Zaragoza,Marketing,5059,2020-07-02,True,SemiSenior,2.21
1722,Sergio,38,A Coruña,Ventas,2024,2024-03-15,True,Junior,6.56
1723,Nuria,52,Madrid,Atención Cliente,4570,2023-09-13,True,SemiSenior,3.94
1724,Luis,19,Barcelona,Logística,5525,2024-02-22,True,SemiSenior,1.58
1725,Elena,56,Gijón,Marketing,3593,2023-01-10,False,Senior,8.09
1726,Natalia,47,Sevilla,IT,3526,2024-06-08,False,Senior,4.32
1727,María,18,Alicante,IT,3258,2025-05-19,False,SemiSenior,9.15
1728,Marta,32,Santander,Marketing,2990,2023-03-25,False,SemiSenior,1.93
1729,Pedro,27,Murcia,RRHH,3024,2022-07-08,False,Junior,8.76
1730,Ricardo,58,Santander,Finanzas,3858,2020-08-04,False,Senior,8.16
1731,Pablo,41,Zaragoza,Marketing,5499,2024-05-30,False,SemiSenior,1.04
1732,Alberto,31,Pamplona,Marketing,5911,2025-02-14,True,SemiSenior,5.32
1733,Hugo,29,Valencia,Marketing,5357,2023-12-18,False,SemiSenior,6.54
1734,Carlos,42,Zaragoza,Finanzas,1774,2024-11-26,False,SemiSenior,4.95
1735,Sergio,18,Málaga,Operaciones,2672,2024-11-17,True,Senior,3.9
1736,Carmen,29,Alicante,IT,4834,2024-07-10,False,Senior,9.44
1737,Luis,25,Madrid,RRHH,3819,2022-11-06,True,SemiSenior,7.01
1738,Paula,44,Gijón,Operaciones,2805,2020-07-25,True,Junior,9.66
1739,Paula,46,Madrid,Operaciones,2694,2020-01-07,False,Senior,8.46
1740,Fernando,38,Bilbao,Finanzas,1761,2021-02-27,True,SemiSenior,8.17
1741,Carlos,24,Valladolid,Finanzas,2795,2022-06-11,False,SemiSenior,7.26
1742,Diego,33,Sevilla,Operaciones,3225,2024-03-19,False,SemiSenior,6.46
1743,Carmen,54,Murcia,RRHH,3196,2022-08-01,True,SemiSenior,8.87
1744,Andrés,26,Pamplona,Finanzas,3834,2020-02-17,False,SemiSenior,6.13
1745,Alberto,25,Gijón,Marketing,2510,2021-03-11,False,SemiSenior,0.75
1746,Andrés,22,Madrid,RRHH,2188,2025-07-19,False,Senior,5.83
1747,Hugo,53,Valladolid,IT,5460,2025-08-07,False,Senior,1.03
1748,Carlos,23,Valladolid,Marketing,3145,2022-02-19,False,SemiSenior,9.49
1749,Patricia,43,Barcelona,Ventas,2423,2024-07-24,True,Junior,6.47
1750,Paula,60,A Coruña,Ventas,4251,2024-01-28,True,SemiSenior,5.56
1751,Luis,45,Murcia,RRHH,3803,2025-04-11,True,SemiSenior,1.98
1752,Lucía,35,Granada,Finanzas,3967,2025-01-11,True,SemiSenior,5.16
1753,Sergio,26,Bilbao,Logística,2263,2023-07-25,False,Senior,3.43
1754,Marta,18,Valencia,IT,4671,2022-03-27,True,Junior,6.75
1755,Sofía,24,Alicante,Logística,2123,2023-07-21,False,Junior,6.04
1756,Isabel,58,Granada,Marketing,5215,2021-10-22,False,Senior,4.99
1757,Miguel,24,Sevilla,Operaciones,3235,2021-12-21,False,Senior,2.53
1758,Lucía,18,Valencia,Operaciones,3164,2023-06-14,False,SemiSenior,5.26
1759,Diego,53,Valladolid,Logística,3065,2023-03-28,False,Junior,4.62
1760,Alberto,35,Gijón,IT,3230,2023-04-17,False,SemiSenior,8.51
1761,Adrián,33,Valencia,Logística,4394,2022-03-07,True,SemiSenior,8.94
1762,Patricia,48,Valencia,IT,3584,2022-04-26,False,SemiSenior,7.59
1763,María,40,Gijón,Logística,1808,2020-01-22,True,Junior,3.2
1764,Carlos,57,Granada,Operaciones,3919,2023-05-30,False,Junior,0.38
1765,Diego,38,Santander,RRHH,2481,2023-04-06,False,SemiSenior,9.25
1766,Lucía,48,Alicante,RRHH,1720,2025-04-20,True,SemiSenior,9.92
1767,Miguel,55,Pamplona,IT,5232,2022-11-09,True,SemiSenior,1.27
1768,Ana,37,Sevilla,Atención Cliente,2700,2022-08-26,True,Junior,6.86
1769,Pedro,30,Bilbao,Operaciones,4056,2020-05-20,False,Junior,4.25
1770,Luis,59,Valencia,Logística,2025,2021-02-11,False,Junior,1.49
1771,Elena,27,Madrid,Operaciones,2829,2021-11-30,True,Senior,9.98
1772,Hugo,19,Alicante,Logística,3052,2022-02-19,True,Junior,9.33
1773,Jorge,42,A Coruña,Logística,1842,2022-01-20,True,SemiSenior,9.83
1774,Adrián,60,Barcelona,RRHH,5873,2022-03-26,False,SemiSenior,1.44
1775,Elena,21,Sevilla,Operaciones,2695,2024-05-10,True,Senior,4.92
1776,Luis,54,Sevilla,Marketing,3997,2020-09-28,True,Junior,8.96
1777,Paula,53,Zaragoza,Atención Cliente,3915,2021-11-18,False,SemiSenior,6.75
1778,Hugo,57,Zaragoza,Finanzas,3261,2020-12-03,False,Senior,4.35
1779,Pedro,36,Bilbao,RRHH,4011,2021-09-29,False,Junior,5.17
1780,María,28,Santander,Operaciones,3917,2023-11-18,False,SemiSenior,0.39
1781,Patricia,40,Valencia,Marketing,1584,2020-04-06,False,Junior,6.12
1782,Miguel,24,Valladolid,Finanzas,4412,2021-12-03,False,Senior,8.6
1783,Paula,54,Zaragoza,RRHH,1748,2020-02-19,True,SemiSenior,0.03
1784,Hugo,46,Málaga,Marketing,3288,2025-05-30,True,Junior,1.6
1785,Patricia,38,Gijón,Logística,2950,2024-02-14,False,Senior,5.18
1786,Paula,40,Pamplona,IT,3349,2021-05-19,False,SemiSenior,5.61
1787,Laura,48,Madrid,Atención Cliente,1545,2021-02-14,False,SemiSenior,3.43
1788,Ana,40,Zaragoza,Ventas,4567,2020-07-23,True,Junior,0.28
1789,Andrés,54,Barcelona,Ventas,3209,2022-09-05,True,Junior,7.44
1790,Miguel,57,Zaragoza,Ventas,1492,2024-04-08,True,SemiSenior,2.43
1791,Jorge,58,A Coruña,IT,1216,2023-04-24,False,SemiSenior,6.45
1792,Adrián,44,Zaragoza,IT,3792,2024-12-28,False,Senior,5.59
1793,Adrián,49,Bilbao,Atención Cliente,4398,2021-12-12,False,Junior,4.31
1794,Carlos,31,Bilbao,Logística,3827,2021-07-29,False,SemiSenior,5.9
1795,Raúl,19,Bilbao,Finanzas,4658,2022-09-16,True,Junior,6.95
1796,Jorge,35,Bilbao,IT,4833,2021-02-22,False,SemiSenior,5.72
1797,Fernando,55,Málaga,Atención Cliente,5386,2025-07-12,True,Junior,5.58
1798,Pedro,23,Granada,Finanzas,5917,2021-01-19,True,Junior,4.36
1799,Raúl,41,Barcelona,Finanzas,5447,2022-09-18,False,Junior,4.3
1800,Laura,26,Madrid,Logística,5020,2022-12-16,False,SemiSenior,4.91
1801,Isabel,36,Murcia,RRHH,3269,2020-04-28,True,Junior,4.52
1802,Miguel,24,Granada,Marketing,3618,2022-08-27,True,SemiSenior,4.39
1803,Sofía,49,Valencia,Atención Cliente,4157,2022-07-30,False,Junior,2.1
1804,Irene,52,Valencia,Finanzas,2013,2021-06-21,True,SemiSenior,7.25
1805,Alberto,50,A Coruña,Operaciones,4453,2020-09-21,False,SemiSenior,1.33
1806,Hugo,48,Málaga,Operaciones,4024,2020-04-03,False,Junior,9.09
1807,Natalia,28,Alicante,Atención Cliente,3697,2020-01-18,True,Junior,6.25
1808,Marta,40,Sevilla,Marketing,5205,2022-09-23,True,Junior,0.49
1809,Raúl,22,Barcelona,IT,4499,2020-07-04,True,SemiSenior,6.59
1810,Sergio,34,Valladolid,RRHH,5676,2025-06-08,False,Senior,3.62
1811,Sofía,39,Málaga,Operaciones,5888,2021-05-21,True,Junior,9.3
