order_id,fecha,cliente,producto,categoria,precio_unitario,cantidad,ciudad,metodo_pago
5552,2024-10-14,Bernardo Narváez,Silla,Hogar,998,2,Madrid,PayPal
5553,2025-04-23,Gabino Alberdi-Ramón,Mesa,Hogar,445,3,Málaga,Tarjeta
5554,2025-05-28,Josep Mercader-Villalonga,Pantalón,Ropa,967,5,Barcelona,Transferencia
5555,2024-11-05,Ximena Barral Arnau,Pelota,Juguetes,198,1,Murcia,Tarjeta
5556,2025-07-20,Mayte Cruz Calleja,Pesas,Deportes,906,1,Zaragoza,Tarjeta
5557,2025-03-08,Candelas Caro Portillo,Chaqueta,Ropa,796,3,Sevilla,Tarjeta
5558,2025-06-25,Saturnino Mir Alegre,Coche teledirigido,Juguetes,744,4,Murcia,Transferencia
5559,2025-01-07,Luisina Chico Hurtado,Bicicleta,Deportes,103,2,Zaragoza,PayPal
5560,2025-04-09,Sara Angelita Luís Cabañas,Zapatillas,Ropa,1429,1,Murcia,PayPal
5561,2025-06-30,Anabel Aguilar Merino,Balón,Deportes,152,2,Barcelona,PayPal
5562,2025-07-09,Jaime Iglesia-León,Balón,Deportes,720,1,Madrid,Transferencia
5563,2025-01-12,Gabriela Posada Somoza,Auriculares,Electrónica,724,5,Málaga,PayPal
5564,2025-05-12,Josefina Nebot Barros,Muñeca,Juguetes,777,2,Barcelona,PayPal
5565,2025-01-02,Manu Cáceres Aramburu,Lámpara,Hogar,40,5,Sevilla,Transferencia
5566,2024-09-30,Emperatriz Bonet-Piñeiro,Pesas,Deportes,1490,1,Zaragoza,PayPal
5567,2024-10-26,Evaristo Dominguez,Lámpara,Hogar,596,1,Zaragoza,Transferencia
5568,2024-12-15,Victoria Garmendia Sáez,Gorra,Ropa,1338,2,Madrid,Tarjeta
5569,2025-07-29,Américo Antón Palma,Camiseta,Ropa,593,3,Bilbao,Transferencia
5570,2025-05-14,Manu Chamorro Mulet,Tablet,Electrónica,629,2,Zaragoza,Transferencia
5571,2025-02-14,Ignacia Bastida Samper,Mesa,Hogar,1011,1,Zaragoza,Tarjeta
5572,2024-10-19,Agustina Lladó Ricart,Silla,Hogar,748,4,Valencia,Transferencia
5573,2025-02-21,Casandra Uría Alfaro,Portátil,Electrónica,372,1,Madrid,Transferencia
5574,2025-01-14,Liliana Lastra Martínez,Portátil,Electrónica,415,5,Málaga,PayPal
5575,2024-12-21,Palmira Almagro Exposito,Silla,Hogar,439,5,Madrid,Transferencia
5576,2025-06-04,Calixta Leandra Gallardo Jara,Mesa,Hogar,561,2,Sevilla,Tarjeta
5577,2025-02-16,Clementina Cánovas,Raqueta,Deportes,1382,4,Málaga,Tarjeta
5578,2025-09-19,Juan Bautista Padilla Trujillo,Tablet,Electrónica,1302,4,Málaga,PayPal
5579,2025-09-02,Lucas Fuente,Gorra,Ropa,1359,5,Sevilla,Tarjeta
5580,2025-08-19,Gema de Márquez,Muñeca,Juguetes,68,3,Valencia,Transferencia
5581,2025-07-22,María Quesada-Vidal,Muñeca,Juguetes,1126,3,Valencia,Transferencia
5582,2025-01-04,Ramona Fabra Torrens,Bicicleta,Deportes,515,3,Murcia,Transferencia
5583,2025-06-07,Paco Menendez Gallart,Chaqueta,Ropa,655,3,Valencia,Tarjeta
5584,2025-04-13,Chita Iglesias Cañas,Patines,Deportes,178,4,Madrid,PayPal
5585,2025-06-07,Gloria Moraleda Reina,Zapatillas,Ropa,576,3,Barcelona,Tarjeta
5586,2024-12-20,Maximiano Polo Zurita,Lámpara,Hogar,472,5,Málaga,Transferencia
5587,2025-03-21,Cipriano Blanch Ureña,Balón,Deportes,1227,1,Valencia,Transferencia
5588,2025-03-03,Macario de Cañete,Silla,Hogar,1343,2,Valencia,Tarjeta
5589,2024-11-04,Benjamín Flor Trujillo,Pantalón,Ropa,1417,3,Madrid,PayPal
5590,2025-06-20,Íñigo Javi Galindo Abad,Monitor,Electrónica,1490,2,Valencia,Transferencia
5591,2024-12-19,Rosaura Feliu,Pantalón,Ropa,151,1,Málaga,Transferencia
5592,2025-08-06,Ruperto Riquelme Serna,Raqueta,Deportes,686,3,Málaga,Tarjeta
5593,2024-11-24,Jacobo Adadia Saavedra,Chaqueta,Ropa,447,4,Madrid,Transferencia
5594,2025-02-28,Macarena Cervera Pujadas,Patines,Deportes,595,3,Málaga,Tarjeta
5595,2025-05-14,Andrés Mayol Castañeda,Consola portátil,Juguetes,1019,5,Sevilla,Tarjeta
5596,2024-11-28,Esperanza del Baeza,Zapatillas,Ropa,1307,3,Málaga,PayPal
5597,2025-04-17,Tatiana Armida Rosales Franch,Patines,Deportes,281,3,Valencia,PayPal
5598,2025-08-08,Geraldo Costa-Blanch,Pantalón,Ropa,137,1,Murcia,Tarjeta
5599,2025-03-23,Eusebio Salgado Capdevila,Muñeca,Juguetes,673,5,Sevilla,Tarjeta
5600,2024-12-08,Teodora Abella Viana,Cafetera,Hogar,919,2,Murcia,Transferencia
5601,2024-10-24,Antonio Arribas,Patines,Deportes,286,4,Murcia,PayPal
5602,2024-12-21,Alicia Segovia Chaparro,Chaqueta,Ropa,790,2,Murcia,PayPal
5603,2025-06-18,Lilia Juan Nuñez,Muñeca,Juguetes,1470,4,Valencia,PayPal
5604,2025-02-17,Jacobo Cruz Lluch,Bicicleta,Deportes,1322,1,Valencia,PayPal
5605,2025-03-01,Abraham Garcia Crespo,Tablet,Electrónica,816,1,Valencia,PayPal
5606,2024-12-18,Isaac Maldonado Valcárcel,Raqueta,Deportes,1199,3,Bilbao,PayPal
5607,2025-04-11,Guadalupe Simó Duarte,Bicicleta,Deportes,1479,2,Barcelona,Tarjeta
5608,2025-04-29,Gisela Lupita Rodríguez Ortega,Balón,Deportes,315,2,Bilbao,Transferencia
5609,2025-08-31,Nacio Gallardo Exposito,Gorra,Ropa,902,1,Sevilla,Transferencia
5610,2025-07-27,Sandalio Palma Beltrán,Cafetera,Hogar,164,5,Murcia,PayPal
5611,2024-10-13,Demetrio Castell Rico,Pantalón,Ropa,1329,1,Bilbao,Transferencia
5612,2025-01-22,Oriana Botella,Raqueta,Deportes,1163,5,Sevilla,PayPal
5613,2025-01-17,Delfina Piquer Cañellas,Tablet,Electrónica,1127,2,Málaga,Tarjeta
5614,2025-08-20,Aurelio Eusebio Zamorano Parra,Patines,Deportes,810,2,Madrid,PayPal
5615,2024-12-03,Francisco Roda,Aspiradora,Hogar,1106,1,Málaga,PayPal
5616,2025-02-15,Cristina Pedrero Río,Pelota,Juguetes,903,1,Bilbao,Tarjeta
5617,2024-12-29,Manu Martorell Piñol,Lámpara,Hogar,282,1,Bilbao,PayPal
5618,2025-04-08,Vasco Menéndez Bosch,Aspiradora,Hogar,16,5,Murcia,PayPal
5619,2025-08-30,Macaria Hoyos Atienza,Balón,Deportes,852,1,Bilbao,Tarjeta
5620,2025-01-18,Epifanio Candelario Benavent Mínguez,Cafetera,Hogar,962,4,Zaragoza,Tarjeta
5621,2025-05-24,Che Almazán Córdoba,Silla,Hogar,106,4,Valencia,Tarjeta
5622,2025-07-01,Lucho Moles,Chaqueta,Ropa,30,2,Zaragoza,Tarjeta
5623,2024-12-05,Maximino Diego Adán,Tablet,Electrónica,840,4,Bilbao,Tarjeta
5624,2025-08-09,Ruben Reguera Morales,Chaqueta,Ropa,210,3,Zaragoza,Transferencia
5625,2025-05-21,Carla del Gallego,Patines,Deportes,1275,3,Bilbao,Tarjeta
5626,2025-03-01,Emperatriz Marcia Rosa Reig,Pantalón,Ropa,931,1,Sevilla,Tarjeta
5627,2025-07-21,Rosalinda Cervera Seco,Portátil,Electrónica,852,2,Málaga,PayPal
5628,2025-04-13,Flavio de Rodrigo,Mesa,Hogar,294,2,Valencia,Transferencia
5629,2025-03-09,Ciro Pinedo,Raqueta,Deportes,215,3,Zaragoza,Tarjeta
5630,2024-10-14,Amílcar Granados Garcés,Aspiradora,Hogar,1289,5,Valencia,Tarjeta
5631,2024-12-13,Anna Herrera Rodriguez,Camiseta,Ropa,1169,1,Málaga,Tarjeta
5632,2025-07-03,Isaura Armas Torrens,Camiseta,Ropa,1290,4,Valencia,Tarjeta
5633,2025-01-15,Aitor Conesa Polo,Gorra,Ropa,339,5,Madrid,PayPal
5634,2025-06-21,Andrea Mateos Álvaro,Aspiradora,Hogar,51,1,Zaragoza,PayPal
5635,2024-12-05,Nacio Lledó Cal,Puzzle,Juguetes,411,2,Málaga,PayPal
5636,2024-10-17,Danilo Viana Nicolau,Gorra,Ropa,467,4,Murcia,Transferencia
5637,2024-12-11,Merche Barrena,Patines,Deportes,106,4,Málaga,PayPal
5638,2025-03-15,Nicolasa Encarna Ayala Sarmiento,Aspiradora,Hogar,479,1,Málaga,PayPal
5639,2025-03-16,Ricarda Carro Aramburu,Tablet,Electrónica,113,5,Murcia,Transferencia
5640,2025-02-16,Héctor Molins Arteaga,Pelota,Juguetes,445,3,Málaga,PayPal
5641,2025-05-29,Eliseo Alcázar Cazorla,Coche teledirigido,Juguetes,1102,4,Sevilla,PayPal
5642,2025-06-04,Eduardo Lorenzo Bravo,Patines,Deportes,1235,2,Barcelona,Transferencia
5643,2025-07-26,Victor Victorino Larrañaga Codina,Monitor,Electrónica,491,5,Málaga,PayPal
5644,2024-10-02,Bernardino Berto Poza Dueñas,Pantalón,Ropa,612,2,Málaga,PayPal
5645,2025-09-28,Hernando Hierro-Valencia,Pesas,Deportes,273,1,Bilbao,Transferencia
5646,2024-12-27,Aníbal Llano Arrieta,Auriculares,Electrónica,637,5,Bilbao,Tarjeta
5647,2024-12-26,Melania Rosa Sastre,Pesas,Deportes,700,5,Barcelona,Transferencia
5648,2024-12-03,Jonatan Coello Pozuelo,Coche teledirigido,Juguetes,332,3,Sevilla,Transferencia
5649,2025-02-13,Anabel Pozuelo Carballo,Gorra,Ropa,1139,4,Zaragoza,PayPal
5650,2025-06-09,Sandra Benítez Cuevas,Pelota,Juguetes,277,5,Barcelona,PayPal
5651,2024-12-15,Fermín Yago Coca Calvo,Puzzle,Juguetes,562,4,Sevilla,Transferencia
5652,2025-09-13,Desiderio de Villar,Pantalón,Ropa,460,3,Sevilla,Tarjeta
5653,2025-04-23,Judith Jordá Solís,Portátil,Electrónica,283,1,Barcelona,Tarjeta
5654,2024-12-15,Édgar del Saez,Coche teledirigido,Juguetes,1100,5,Zaragoza,PayPal
5655,2024-10-03,Montserrat Jaume Galán,Cafetera,Hogar,1219,2,Zaragoza,PayPal
5656,2025-01-28,Moisés Aguiló Barroso,Coche teledirigido,Juguetes,579,3,Sevilla,PayPal
5657,2025-01-06,Maxi Arellano Torrecilla,Chaqueta,Ropa,1007,5,Valencia,Transferencia
5658,2025-02-27,Valero Sevilla-Viña,Monitor,Electrónica,1415,3,Madrid,Tarjeta
5659,2024-12-17,Marcelo Menéndez Carlos,Monitor,Electrónica,404,5,Sevilla,Tarjeta
5660,2025-04-05,Mónica Pallarès,Puzzle,Juguetes,1324,1,Valencia,Transferencia
5661,2025-02-07,Rosalinda de Diéguez,Silla,Hogar,659,2,Madrid,Tarjeta
5662,2025-04-08,Emma Valero,Patines,Deportes,1154,2,Madrid,Tarjeta
5663,2025-08-24,Bibiana de Infante,Monitor,Electrónica,746,1,Zaragoza,PayPal
5664,2025-05-08,Nereida Roldan-Fajardo,Puzzle,Juguetes,470,5,Zaragoza,Tarjeta
5665,2025-04-17,Ester Núñez Pedrero,Pesas,Deportes,849,3,Bilbao,PayPal
5666,2025-08-31,Rosalía Rebollo Viñas,Pantalón,Ropa,544,3,Zaragoza,Transferencia
5667,2025-02-21,Jose Ignacio Arévalo Morera,Tablet,Electrónica,89,2,Murcia,Transferencia
5668,2025-03-14,Paola Gonzalez Carnero,Camiseta,Ropa,1239,4,Sevilla,Transferencia
5669,2025-03-24,Olivia Borrell-Trujillo,Pelota,Juguetes,736,4,Bilbao,Tarjeta
5670,2025-02-09,Vilma Borrás Larrea,Patines,Deportes,860,5,Madrid,Transferencia
5671,2025-02-15,Haroldo Garzón-Alberto,Monitor,Electrónica,193,3,Madrid,PayPal
5672,2025-05-23,Heriberto Valenzuela Benet,Muñeca,Juguetes,1020,3,Barcelona,Transferencia
5673,2025-07-19,Poncio Moles Marín,Tablet,Electrónica,1496,4,Zaragoza,Transferencia
5674,2025-03-10,Nerea Goicoechea Galiano,Muñeca,Juguetes,1143,3,Barcelona,PayPal
5675,2025-06-23,Amaro Jáuregui,Pantalón,Ropa,1461,3,Valencia,Transferencia
5676,2025-02-13,Áurea Puente Pineda,Muñeca,Juguetes,256,2,Zaragoza,PayPal
5677,2025-07-16,Viviana Torre Folch,Balón,Deportes,1390,3,Sevilla,PayPal
5678,2025-03-23,Berta de Bayo,Mesa,Hogar,627,2,Málaga,PayPal
5679,2025-05-04,Xiomara Perelló Arjona,Patines,Deportes,549,1,Barcelona,Transferencia
5680,2024-11-28,Marino Bueno Aragonés,Monitor,Electrónica,1393,3,Bilbao,Transferencia
5681,2024-11-02,Fabio Ibarra,Auriculares,Electrónica,939,2,Bilbao,PayPal
5682,2025-07-29,Paloma Flor Daza,Coche teledirigido,Juguetes,1205,2,Valencia,Tarjeta
5683,2025-05-13,Esther Grande Casado,Silla,Hogar,210,3,Bilbao,PayPal
5684,2024-12-27,Andrea Paca Cantón Fernández,Puzzle,Juguetes,418,1,Bilbao,Transferencia
5685,2024-11-09,Máxima Cañellas Mayol,Monitor,Electrónica,931,2,Sevilla,Tarjeta
5686,2025-08-29,Maribel Collado,Camiseta,Ropa,489,2,Zaragoza,Tarjeta
5687,2025-04-08,Otilia Salinas Ocaña,Aspiradora,Hogar,201,1,Madrid,Transferencia
5688,2024-10-13,Ezequiel Gras Cabrera,Gorra,Ropa,1306,4,Bilbao,Transferencia
5689,2024-12-24,Roque Tolosa-Abascal,Zapatillas,Ropa,313,1,Sevilla,Tarjeta
5690,2025-09-20,Ruben Aguado-Vives,Portátil,Electrónica,733,3,Bilbao,Transferencia
5691,2025-09-13,Zaira Carlota Lluch Figueroa,Monitor,Electrónica,692,4,Barcelona,Tarjeta
5692,2024-11-04,Natalia Conde Rosell,Muñeca,Juguetes,439,1,Zaragoza,PayPal
5693,2024-11-15,Rosalina Morillo Cabrera,Smartphone,Electrónica,1130,1,Sevilla,PayPal
5694,2025-06-15,Lucio Francisco Cazorla,Zapatillas,Ropa,239,3,Madrid,PayPal
5695,2024-12-29,Jose Antonio Pallarès-Fuentes,Puzzle,Juguetes,1382,4,Barcelona,Tarjeta
5696,2025-03-01,Jesús Moreno Soria Niño,Muñeca,Juguetes,29,4,Valencia,PayPal
5697,2024-10-18,Mariano Chamorro,Tablet,Electrónica,883,2,Murcia,Transferencia
5698,2025-01-23,Griselda Lerma Ávila,Aspiradora,Hogar,438,2,Valencia,PayPal
5699,2025-07-17,Anna Mayoral Muro,Patines,Deportes,77,1,Bilbao,PayPal
5700,2024-11-11,Leoncio Meléndez Cabanillas,Aspiradora,Hogar,580,1,Murcia,Transferencia
5701,2025-03-26,Ariel Águila Cabo,Silla,Hogar,1142,1,Valencia,Transferencia
5702,2025-09-11,Simón Torre,Mesa,Hogar,840,3,Valencia,Transferencia
5703,2025-08-22,Mauricio del Cifuentes,Balón,Deportes,289,3,Zaragoza,Tarjeta
5704,2025-05-18,Vito Abascal Salgado,Smartphone,Electrónica,1318,2,Barcelona,Transferencia
5705,2025-05-13,Demetrio Valverde Macias,Pantalón,Ropa,825,5,Madrid,Transferencia
5706,2025-09-19,Danilo Frutos,Gorra,Ropa,584,5,Sevilla,Transferencia
5707,2025-01-29,Calisto de Escolano,Portátil,Electrónica,1131,2,Barcelona,Tarjeta
5708,2024-10-14,Samu del Fabregat,Pesas,Deportes,19,5,Madrid,Tarjeta
5709,2025-06-21,Edu Villalba,Aspiradora,Hogar,1276,2,Bilbao,Transferencia
5710,2024-11-22,Tito Torrens Carballo,Coche teledirigido,Juguetes,576,3,Zaragoza,Tarjeta
5711,2025-03-05,Haroldo Ojeda-Sanchez,Tablet,Electrónica,784,4,Sevilla,PayPal
5712,2025-03-24,Guiomar Palma Quintero,Camiseta,Ropa,1145,3,Madrid,PayPal
5713,2024-12-25,Marisa Guerrero-Saez,Zapatillas,Ropa,931,4,Bilbao,PayPal
5714,2025-03-13,Anselmo Villalonga-Rubio,Consola portátil,Juguetes,961,1,Málaga,Transferencia
5715,2025-02-06,Dulce Juana Ortega Huguet,Cafetera,Hogar,256,3,Sevilla,Transferencia
5716,2025-04-12,Samanta Tomé Fortuny,Pesas,Deportes,1082,5,Sevilla,Transferencia
5717,2025-02-01,Gil Paredes Tejedor,Aspiradora,Hogar,1404,3,Valencia,Transferencia
5718,2025-08-15,Amalia Benavente Niño,Lámpara,Hogar,1291,5,Madrid,Tarjeta
5719,2024-12-05,Salvador Verdú Borrego,Cafetera,Hogar,332,3,Barcelona,Transferencia
5720,2024-09-30,Alberto Casares Sola,Muñeca,Juguetes,916,2,Barcelona,Transferencia
5721,2025-01-15,Áurea Melania Calderón Serra,Puzzle,Juguetes,1403,2,Barcelona,Tarjeta
5722,2025-07-31,Ana Olmo Montalbán,Patines,Deportes,958,2,Barcelona,Transferencia
5723,2025-08-18,Javier Patiño Pozuelo,Consola portátil,Juguetes,1264,3,Zaragoza,Tarjeta
5724,2025-08-18,Fernanda Adoración Carbó Cortes,Portátil,Electrónica,390,5,Valencia,Transferencia
5725,2025-07-04,Felisa Miranda,Muñeca,Juguetes,951,3,Málaga,Transferencia
5726,2025-02-21,Fabián Marín Arjona,Lámpara,Hogar,675,5,Madrid,PayPal
5727,2024-10-27,Leopoldo Saavedra-Ramos,Coche teledirigido,Juguetes,638,5,Valencia,PayPal
5728,2024-10-16,Marisa Saldaña Caro,Pantalón,Ropa,742,5,Bilbao,PayPal
5729,2025-02-14,Belen Portero-Valderrama,Auriculares,Electrónica,1030,3,Bilbao,PayPal
5730,2025-02-07,Salomón Jorge Dominguez Escamilla,Smartphone,Electrónica,1008,2,Barcelona,Transferencia
5731,2025-01-31,Nazario de Valentín,Bicicleta,Deportes,1393,3,Barcelona,Tarjeta
5732,2025-04-19,Pánfilo Pla Barriga,Auriculares,Electrónica,289,4,Murcia,Tarjeta
5733,2024-10-17,Clarisa Pascual Morata,Lámpara,Hogar,1405,3,Valencia,Transferencia
5734,2024-12-14,Aarón de Borrego,Gorra,Ropa,1445,2,Valencia,PayPal
5735,2025-07-02,Violeta Ribas Mendizábal,Bicicleta,Deportes,363,4,Sevilla,Transferencia
5736,2025-04-02,Ernesto Querol,Pantalón,Ropa,513,1,Sevilla,Transferencia
5737,2025-08-08,Perlita Mariño-Conde,Coche teledirigido,Juguetes,441,2,Málaga,Transferencia
5738,2024-11-28,Berta Puente Alemán,Chaqueta,Ropa,1167,1,Bilbao,Transferencia
5739,2024-11-30,Ale Coello Cabo,Cafetera,Hogar,59,5,Sevilla,Transferencia
5740,2025-01-03,Manuel Gonzalo Peralta,Auriculares,Electrónica,838,5,Sevilla,PayPal
5741,2024-11-26,Iván Ale Benito Calzada,Patines,Deportes,1378,5,Barcelona,PayPal
5742,2025-05-20,Mohamed Riba Cáceres,Pantalón,Ropa,811,1,Murcia,Tarjeta
5743,2025-02-13,Ignacia Clavero,Gorra,Ropa,1114,1,Málaga,Tarjeta
5744,2025-08-24,Benjamín Sevilla Cantero,Muñeca,Juguetes,1108,2,Valencia,Tarjeta
5745,2025-05-16,Asunción Sarabia Agudo,Puzzle,Juguetes,1088,2,Valencia,Transferencia
5746,2024-09-29,Dionisio Serrano Ibáñez,Tablet,Electrónica,856,4,Sevilla,Transferencia
5747,2025-01-14,Víctor de Ramis,Chaqueta,Ropa,440,1,Zaragoza,Tarjeta
5748,2025-07-15,Celia Izquierdo Escrivá,Balón,Deportes,896,4,Sevilla,Transferencia
5749,2024-12-04,Asunción Piña Pereira,Monitor,Electrónica,1067,4,Valencia,PayPal
5750,2025-08-31,Emigdio de Quiroga,Balón,Deportes,822,1,Murcia,Transferencia
5751,2025-06-23,Feliciana Diéguez Pareja,Lámpara,Hogar,314,5,Málaga,Transferencia
5752,2024-11-02,Sol Villegas Cruz,Consola portátil,Juguetes,1052,5,Sevilla,PayPal
5753,2025-06-22,Juan Pablo Barrena Portillo,Consola portátil,Juguetes,576,1,Bilbao,PayPal
5754,2025-04-01,Marc Frutos Escalona,Pesas,Deportes,1136,2,Sevilla,PayPal
5755,2025-03-21,Pepe Flavio Ocaña Acuña,Consola portátil,Juguetes,543,1,Madrid,Tarjeta
5756,2025-07-03,Cristian Aroca,Cafetera,Hogar,719,1,Valencia,PayPal
5757,2025-08-21,Estela Bartolomé Puga,Portátil,Electrónica,952,2,Málaga,PayPal
5758,2025-09-14,Eusebia Abril Villalonga,Zapatillas,Ropa,1493,2,Bilbao,Tarjeta
5759,2025-06-19,Francisco Uría Amores,Muñeca,Juguetes,1182,4,Málaga,PayPal
5760,2025-06-26,Gala del Elías,Monitor,Electrónica,1109,1,Bilbao,Transferencia
5761,2025-08-13,Isaac Adelardo Olivé Peñalver,Auriculares,Electrónica,168,5,Valencia,Tarjeta
5762,2025-08-30,Genoveva Pacífica Cañas Maestre,Gorra,Ropa,209,3,Zaragoza,PayPal
5763,2025-09-23,Nilo Toni Escrivá Cuevas,Chaqueta,Ropa,1239,4,Madrid,PayPal
5764,2025-05-02,Evelia América Gomila Mariño,Raqueta,Deportes,1285,1,Zaragoza,PayPal
5765,2025-03-28,Corona Alsina,Aspiradora,Hogar,1139,1,Zaragoza,Transferencia
5766,2024-11-29,José Luis Damián Orozco Borja,Balón,Deportes,437,3,Málaga,Tarjeta
5767,2024-11-15,Augusto Cerdán Leiva,Silla,Hogar,1075,1,Murcia,Tarjeta
5768,2024-12-27,Gilberto de Gallo,Zapatillas,Ropa,596,5,Barcelona,Transferencia
5769,2024-12-18,María Del Carmen Ofelia Piquer Asensio,Raqueta,Deportes,1415,2,Barcelona,Tarjeta
5770,2025-04-15,Germán Candelario Carbajo Anaya,Mesa,Hogar,592,3,Barcelona,PayPal
5771,2024-12-03,Ricardo Barrio Camino,Balón,Deportes,469,5,Barcelona,Transferencia
5772,2025-09-19,Encarnacion Mayte Anaya Farré,Pelota,Juguetes,56,4,Murcia,Transferencia
5773,2024-10-28,Jenny Cánovas-Juan,Tablet,Electrónica,496,1,Málaga,Tarjeta
5774,2025-01-19,Herminia Roig Diego,Portátil,Electrónica,909,3,Málaga,Transferencia
5775,2024-11-02,Fabián Delgado Gallart,Lámpara,Hogar,47,2,Murcia,Tarjeta
5776,2025-01-17,Fortunato Marti Ramos,Portátil,Electrónica,71,1,Barcelona,PayPal
5777,2025-07-02,Wilfredo Mayol Castells,Raqueta,Deportes,24,5,Sevilla,Transferencia
5778,2025-01-25,Irene Talavera Vilaplana,Camiseta,Ropa,1420,5,Valencia,Tarjeta
5779,2025-08-09,Fabiana Ramirez Capdevila,Lámpara,Hogar,903,2,Valencia,Transferencia
5780,2025-03-22,Inmaculada Peñalver Gallego,Muñeca,Juguetes,308,3,Bilbao,Transferencia
5781,2025-09-26,Eutropio Carbó-Zurita,Chaqueta,Ropa,943,2,Sevilla,PayPal
5782,2025-01-27,Severo Ros Román,Auriculares,Electrónica,1349,4,Murcia,Transferencia
5783,2025-03-03,Ana Uría Vázquez,Silla,Hogar,59,4,Bilbao,Tarjeta
5784,2024-11-10,Luciano Macias,Chaqueta,Ropa,214,1,Sevilla,Transferencia
5785,2025-02-15,Eligia Agustí Vallés,Auriculares,Electrónica,447,1,Valencia,PayPal
5786,2025-02-08,Amado Cáceres Ros,Bicicleta,Deportes,1479,1,Sevilla,PayPal
5787,2024-12-25,Adoración Capdevila Jaén,Smartphone,Electrónica,209,5,Barcelona,PayPal
5788,2025-06-09,Pili Blanco Arroyo,Camiseta,Ropa,986,3,Madrid,Transferencia
5789,2025-07-10,Rubén Garzón Grande,Consola portátil,Juguetes,534,2,Zaragoza,Transferencia
5790,2025-09-12,Aitor Benavent-Múgica,Zapatillas,Ropa,1024,3,Bilbao,Transferencia
5791,2025-07-15,Lucila Purificación Guitart Crespo,Camiseta,Ropa,1155,3,Zaragoza,Tarjeta
5792,2024-10-24,Telmo Goicoechea,Pantalón,Ropa,880,2,Bilbao,Tarjeta
5793,2025-04-27,Juan Bilbao Velázquez,Pantalón,Ropa,284,4,Málaga,Tarjeta
5794,2024-11-28,Manuelita Alarcón Echevarría,Zapatillas,Ropa,581,1,Madrid,PayPal
5795,2024-12-22,Micaela Becerra Amat,Lámpara,Hogar,260,3,Valencia,Transferencia
5796,2025-06-23,Abel Pedraza Vizcaíno,Gorra,Ropa,1049,4,Sevilla,Tarjeta
5797,2025-08-27,Óscar Castells Pinedo,Muñeca,Juguetes,615,1,Murcia,Transferencia
5798,2024-12-25,Jerónimo Frías Macias,Camiseta,Ropa,1182,1,Bilbao,PayPal
5799,2025-02-19,Martina Vega Garrido,Pelota,Juguetes,738,5,Murcia,Transferencia
5800,2025-01-28,Narcisa Tena Barral,Silla,Hogar,1031,1,Málaga,PayPal
5801,2024-12-18,Rosa Vélez Diéguez,Coche teledirigido,Juguetes,1097,5,Murcia,Transferencia
5802,2025-09-18,Amparo Manuel,Monitor,Electrónica,1247,3,Málaga,Tarjeta
5803,2025-01-30,Reinaldo Font Castilla,Chaqueta,Ropa,423,4,Zaragoza,Transferencia
5804,2025-05-02,Cayetana Palau-Quiroga,Portátil,Electrónica,322,3,Valencia,Tarjeta
5805,2025-03-08,Luis Ángel Florencio Elorza Hernández,Pelota,Juguetes,206,2,Sevilla,Tarjeta
5806,2025-03-17,Marcio Bustos Perales,Patines,Deportes,549,1,Zaragoza,PayPal
5807,2025-04-06,Alex Vaquero Peiró,Chaqueta,Ropa,735,5,Zaragoza,PayPal
5808,2024-12-10,Fabián Canales-Benítez,Cafetera,Hogar,133,4,Murcia,Tarjeta
5809,2025-04-04,Natanael Bárcena Camino,Gorra,Ropa,1271,4,Valencia,Tarjeta
5810,2025-02-03,Rico Casares Abascal,Pantalón,Ropa,1352,5,Murcia,PayPal
5811,2025-02-05,Efraín Colomer Avilés,Aspiradora,Hogar,1433,2,Valencia,PayPal
5812,2025-05-29,Quirino Pons,Muñeca,Juguetes,712,5,Madrid,PayPal
5813,2025-06-01,Eva María Serna Bernad,Lámpara,Hogar,1155,2,Bilbao,PayPal
5814,2025-04-17,Lourdes Roig-Diéguez,Coche teledirigido,Juguetes,615,4,Sevilla,Transferencia
5815,2025-05-26,Consuelo de Real,Chaqueta,Ropa,1237,2,Valencia,Tarjeta
5816,2024-10-30,Ascensión Sarita Morales Cifuentes,Aspiradora,Hogar,452,1,Málaga,Transferencia
5817,2025-03-22,Eva Galván Fábregas,Pantalón,Ropa,602,5,Bilbao,PayPal
5818,2025-08-10,Jesusa Arias Conde,Mesa,Hogar,1438,4,Sevilla,Tarjeta
5819,2025-06-05,Florentina Carla Galiano Zabala,Auriculares,Electrónica,784,5,Murcia,Tarjeta
5820,2025-07-10,Heliodoro Carvajal Llobet,Chaqueta,Ropa,1252,1,Málaga,Tarjeta
5821,2024-11-04,Isidoro de Alberdi,Coche teledirigido,Juguetes,1211,1,Málaga,Tarjeta
5822,2025-01-12,Marisa Fernández,Gorra,Ropa,1429,1,Sevilla,PayPal
5823,2025-07-03,Filomena Perea Carlos,Patines,Deportes,178,4,Málaga,Tarjeta
5824,2025-07-31,Ramiro Carrera Santamaría,Smartphone,Electrónica,1066,4,Madrid,Transferencia
5825,2025-05-04,Primitiva Torralba-Amat,Pantalón,Ropa,791,3,Zaragoza,PayPal
5826,2024-10-26,Pepito Domínguez-Rico,Coche teledirigido,Juguetes,415,1,Valencia,Tarjeta
5827,2025-06-12,Adelia Esparza Lluch,Mesa,Hogar,425,4,Sevilla,PayPal
5828,2024-11-23,Carina Ángel Castañeda,Portátil,Electrónica,249,1,Barcelona,Transferencia
